453.596	-164.218	0.0773373	453.345	-162.234	0.076699	0.000320518	-0.02718	-1.99584	-0.971986	0.137941	0	-0.99984
0.376039	0	0	0	0	0	4.3916e-05	0	0	0	453.596	-164.218	0.0773373	453.345	-162.234	0.076699	0.000320518	-0.02718	-1.99584	-0.971986	0.0187344	0	-0.99984
0.376039	0	0	0	0	0	2.1675e-05	0	0	0	453.596	-164.218	0.0773373	453.345	-162.234	0.076699	0.000320518	-0.02718	-1.99584	-0.971986	0.0184411	0	-0.99984
0.376039	0	0	0	0	0	2.1046e-05	0	0	0	453.596	-164.218	0.0773373	453.345	-162.234	0.076699	0.000320518	-0.02718	-1.99584	-0.971986	0.0520419	0	-0.99984
0.376039	0	0	0	0	0	2.3212e-05	0	0	0	453.596	-164.218	0.0773373	453.345	-162.234	0.076699	0.000320518	-0.02718	-1.99584	-0.971986	0.019324	0	-0.99984
0.376039	0	0	0	0	0	1.9908e-05	0	0	0	453.644	-164.215	0.0774611	453.355	-162.233	0.0687105	0.00839514	0.0127772	-1.99621	-0.971984	0.0187881	-0.198655	-0.999973
0.435443	0.0789125	0	0	0	0	2.457e-05	0	0	0	453.654	-164.214	0.0774861	453.36	-162.233	0.0647163	0.0124019	0.0207504	-1.99615	-0.971995	0.0188463	-0.241617	-0.999991
0.455945	0.0986406	0	0	0	0	2.1039e-05	0	0	0	453.665	-164.214	0.0775137	453.366	-162.232	0.0599231	0.0172102	0.030318	-1.99601	-0.971995	0.0260981	-0.282194	-0.999992
0.477176	0.118369	0	0	0	0	3.0495e-05	0	0	0	453.695	-164.212	0.0775898	453.373	-162.232	0.054331	0.0228783	0.0645053	-1.99555	-0.971989	0.0259714	-0.320516	-0.999983
0.486679	0.138097	0	0	0	0	2.4891e-05	0	0	0	453.725	-164.21	0.0776659	453.381	-162.232	0.0479402	0.0293452	0.0992945	-1.99464	-0.971991	0.0218753	-0.356709	-0.999986
0.496727	0.157825	0	0	0	0	2.6025e-05	0	0	0	453.755	-164.208	0.077742	453.39	-162.231	0.0407505	0.0366111	0.13468	-1.99321	-0.971997	0.0241935	-0.390891	-0.999996
0.507758	0.177553	0	0	0	0	2.5739e-05	0	0	0	453.785	-164.206	0.0778181	453.399	-162.231	0.0327618	0.0446758	0.170652	-1.99116	-0.971992	0.03581	-0.423175	-0.999989
0.519426	0.197281	0	0	0	0	3.4848e-05	0	0	0	453.814	-164.204	0.0778942	453.41	-162.231	0.0239743	0.0535394	0.207202	-1.98841	-0.971997	0.0428677	-0.453665	-0.999996
0.531481	0.217009	0	0	0	0	2.7767e-05	0	0	0	453.844	-164.202	0.0779703	453.422	-162.23	0.0143897	0.0632001	0.244312	-1.98488	-0.971994	0.0194957	-0.482461	-0.999991
0.54391	0.236695	0	0	0	0	2.152e-05	0	0	0	453.874	-164.2	0.0780443	453.435	-162.23	0.00400991	0.073656	0.281964	-1.98047	-0.971994	0.0503063	-0.509657	-0.999992
0.556689	0.256331	0	0	0	0	2.6895e-05	0	0	0	453.874	-164.2	0.0780443	453.435	-162.23	0.00400991	0.073656	0.281964	-1.98047	-0.971994	0.0202641	-0.509657	-0.999992
0.556689	0.256331	0	0	0	0	3.6432e-05	0	0	0	453.934	-164.195	0.078134	453.463	-162.231	6.26407	0.0969296	0.358789	-1.96867	-0.971998	0.0202899	-0.559601	-0.999997
0.583201	0.29515	0	0	0	0	2.6692e-05	0	0	0	453.964	-164.192	0.0781789	453.479	-162.231	6.25135	0.109732	0.397897	-1.96111	-0.971995	0.0276022	-0.582512	-0.999993
0.596883	0.314269	0	0	0	0	2.7494e-05	0	0	0	453.993	-164.19	0.0782238	453.496	-162.232	6.23786	0.1233	0.437416	-1.95232	-0.971995	0.0587864	-0.60415	-0.999993
0.610807	0.333196	0	0	0	0	2.597e-05	0	0	0	453.993	-164.19	0.0782238	453.496	-162.232	6.23786	0.1233	0.437416	-1.95232	-0.971995	0.0216963	-0.60415	-0.999993
0.610807	0.333196	0	0	0	0	2.5111e-05	0	0	0	454.053	-164.185	0.0783135	453.532	-162.235	6.2086	0.152673	0.517399	-1.92999	-0.971998	0.0211471	-0.643886	-0.999998
0.639232	0.370486	0	0	0	0	2.5178e-05	0	0	0	454.083	-164.182	0.0783584	453.551	-162.236	6.19286	0.168464	0.557744	-1.91633	-0.971998	0.0210238	-0.662115	-0.999998
0.653665	0.388851	0	0	0	0	2.5054e-05	0	0	0	454.113	-164.18	0.0784033	453.571	-162.238	6.17637	0.184991	0.598274	-1.90112	-0.971998	0.0565657	-0.67933	-0.999998
0.668177	0.407033	0	0	0	0	2.9189e-05	0	0	0	454.113	-164.18	0.0784033	453.571	-162.238	6.17637	0.184991	0.598274	-1.90112	-0.971998	0.0220351	-0.67933	-0.999998
0.668177	0.407033	0	0	0	0	3.8559e-05	0	0	0	454.172	-164.174	0.078493	453.614	-162.244	6.14121	0.220244	0.679628	-1.86571	-0.971998	0.0209789	-0.710946	-0.999998
